actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-4.66,0.26158,0.260504,1
0,0,-1.44,0.244444,0.285714,1
0,0,-9.39012,0.299681,0.295331,1
1,0,-5.24,0.36,0.359036,1
0,0,-2.12,0.389381,0.398058,1
0,0,-6.27003,0.424242,0.42278,1
0,0,-2.93,0.430508,0.436364,1
0,0,-3.39,0.441667,0.447826,1
1,0,-2.21,0.443946,0.433498,1
0,0,-7.15009,0.525672,0.52665,1
0,0,-4.23,0.498824,0.506173,1
1,0,-10.0001,0.637,0.638384,0
0,0,-3.73,0.671533,0.670455,1
1,0,-5.38001,0.699317,0.69697,1
2,0,-4.87,0.689162,0.690832,1
0,0,-8.6901,0.649828,0.650999,1
1,0,-2.72,0.624277,0.625767,1
0,0,-2.78,0.636872,0.639053,1
0,0,-2.78,0.664286,0.676923,1
0,0,-4.31,0.641566,0.636646,1
0,0,-9.17009,0.660147,0.660891,1
1,0,-4.62,0.659483,0.662162,1
0,0,-4.5,0.641026,0.639296,1
1,0,-4.38,0.643068,0.638298,1
0,0,-4.97,0.665829,0.667526,1
0,0,-1.32,0.69697,0.73913,1
0,0,-2.1,0.711712,0.712871,1
1,0,-2.53,0.675325,0.666667,1
0,0,-2.03,0.634615,0.638298,1
0,0,-4.47,0.465479,0.4662,1
0,0,-3.89,0.457801,0.45283,1
1,0,-9.23009,0.67233,0.67199,1
0,0,-4.43,0.72093,0.724551,1
0,0,-3.28,0.707424,0.716895,1
0,0,-2.85,0.709677,0.704545,1
0,0,-5.49001,0.713333,0.715909,1
0,0,-4,0.687708,0.683849,1
0,0,-5.73001,0.700422,0.702586,1
0,0,-3.5,0.579545,0.575301,1
0,0,-2.63,0.69434,0.706122,1
1,1,-9.4201,0.779359,0.779112,1
0,0,-1.94,0.778947,0.788235,1
1,1,-3.79,0.711286,0.714681,1
0,0,-3.52,0.728814,0.739521,1
0,0,-10.0001,0.785,0.786869,0
0,0,-6.02002,0.7833,0.78499,1
0,0,-2.1,0.495283,0.46875,1
0,0,-3.49,0.784,0.7875,1
0,0,-2.9,0.780105,0.78453,1
0,0,-3.46,0.850202,0.85654,1
0,0,-7.83008,0.766879,0.769935,1
1,1,-2.5,0.847682,0.858156,1
0,0,-4.78,0.79375,0.797826,1
1,0,-3.34,0.87234,0.871111,1
0,0,-3.11,0.853774,0.851485,1
0,0,-3.43,0.852459,0.854701,1
0,0,-1.05,0.600962,0.601124,1
1,0,-5.95002,0.864919,0.86214,1
0,0,-4.87,0.85567,0.857143,1
1,0,-4.3,0.858006,0.856698,1
0,0,-7.94006,0.867626,0.867153,1
0,0,-5.75001,0.926471,0.924893,1
0,0,-4.24,0.926154,0.930159,1
1,1,-2.41,0.922535,0.924242,1
0,0,-6.23002,0.927481,0.928016,1
0,0,-2.48,0.552,0.53913,1
0,0,-4.09,0.929032,0.926667,1
0,0,-6.99004,0.97,0.971186,1
1,1,-3.09,0.995238,1,1
0,0,-5.34,0.997701,1,1
0,0,-2.79,0.576512,0.563218,1
1,0,-4.28,0.795349,0.8,1
0,0,-4.36,0.865297,0.866029,1
0,0,-2.58,0.993711,1,1
0,0,-3.9,0.742347,0.744624,1
0,0,-2.89,0.883161,0.896679,1
1,0,-4.75,0.87631,0.881838,1
2,1,-4.54,0.997183,1,1
0,0,-2.16,0.779817,0.782828,1
0,0,-2.54,1,1,1
0,0,-2.64,0.993939,1,1
0,0,-4.39,0.646259,0.64133,1
0,0,-2.24,1,1,1
0,0,-4.17,0.849642,0.854637,1
0,0,-4.09,1,1,1
0,0,-1.87,0.988636,1,1
0,0,-9.41012,0.362672,0.35428,1
1,1,-5.73001,0.99789,1,1
0,0,-2.52,1,1,1
0,0,-9.3501,0.415072,0.409201,1
0,0,-10.3001,0.998926,1,1
0,0,-5.90002,1,1,1
0,0,-3.51,0.996032,1,1
1,1,-5.89002,0.997959,1,1
0,0,-5.54001,0.997802,1,1
1,1,-9.12011,0.821663,0.823266,1
0,0,-9.28009,0.998794,1,1
1,1,-1.64,0.855422,0.883562,1
0,0,-4.34,0.922018,0.925481,1
0,0,-3.74,0.461818,0.445283,1
1,2,-3.54,0.996078,1,1
0,0,-3.68,0.389189,0.365714,1
1,0,-3.23,0.995536,1,1
0,0,-2.49,0.993333,1,1
1,3,-7.21007,0.910097,0.914652,1
0,0,-4.37,0.997041,1,1
0,0,-2.99,0.995,1,1
1,2,-4.15,0.996835,1,1
0,0,-5.47002,0.861566,0.869565,1
0,0,-3.34,0.995745,1,1
0,0,-4.21,0.725768,0.727047,1
1,2,-2.42,0.872951,0.892857,1
0,0,-2.74,0.994286,1,1
0,0,-5.97002,0.997992,1,1
1,3,-2.24,0.992,1,1
0,0,-8.16007,1,1,1
0,0,-4.15,0.870504,0.874055,1
0,1,-2.52,0.993464,1,1
1,1,-5.93004,0.529412,0.523478,1
0,0,-8.49008,0.316,0.308108,1
0,0,-5.39002,0.924214,0.930902,1
0,1,-3.2,0.995475,1,1
0,0,-7.96006,0.43759,0.429403,1
0,0,-3.14,1,1,1
0,0,-9.6701,0.998848,1,1
