actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-8.99013,0.279,0.278455,0
1,0,-2.69,0.321033,0.309804,1
0,0,-4.61,0.295896,0.304251,1
1,0,-5.25,0.38535,0.380795,1
0,0,-8.99013,0.427,0.427846,0
1,0,-4.52,0.403084,0.401826,1
0,0,-2.96,0.467005,0.455026,1
1,0,-7.98012,0.512,0.510246,0
2,0,-3.06,0.522727,0.530822,1
0,0,-5.96004,0.444,0.447917,0
1,0,-1.7,0.414737,0.418391,1
0,0,-1.46,0.489362,0.435897,1
1,0,-2.38,0.553957,0.549618,1
0,0,-2.27,0.570312,0.566667,1
0,0,-8.99013,0.635,0.636179,0
1,0,-3.93,0.639456,0.63986,1
2,0,-6.69004,0.640351,0.644128,1
0,0,-8.99011,0.315,0.309959,0
1,0,-6.40003,0.470405,0.469649,1
0,0,-10.0001,0.644,0.643145,0
1,0,-2.83,0.463158,0.453532,1
2,0,-5.55001,0.642544,0.642857,1
3,0,-8.99013,0.615,0.617886,0
4,1,-2.59,0.63125,0.644737,1
0,0,-9.28009,0.642943,0.643118,1
1,1,-6.05002,0.629325,0.631134,1
2,0,-5.43001,0.650901,0.651376,1
3,1,-3.59,0.638462,0.642857,1
4,1,-2.63,0.652439,0.647436,1
0,0,-3.66,0.644195,0.640927,1
0,0,-5.08,0.640587,0.640898,1
0,0,-5.74004,0.636632,0.638591,1
0,0,-8.99011,0.513,0.511179,0
1,0,-1.62,0.609756,0.608108,1
0,0,-0.369998,0.552632,0.529801,1
0,0,-2.18,0.722689,0.720721,1
0,0,-2.02,0.553922,0.553191,1
1,1,-7.01004,0.645804,0.646288,1
0,0,-4.77,0.620042,0.61987,1
1,1,-8.99013,0.689,0.692073,0
0,0,-1.85,0.755814,0.75641,1
0,0,-2.09,0.709091,0.715686,1
1,1,-5.03,0.715347,0.714646,1
0,0,-3.63,0.580822,0.578797,1
0,0,-6.37003,0.600939,0.601926,1
1,1,-3.51,0.68272,0.682493,1
0,0,-1.83,0.761905,0.763158,1
0,0,-4.05,0.646192,0.649616,1
0,0,-4.6,0.783934,0.784703,1
1,0,-7.04004,0.786777,0.785595,1
0,0,-2.54,0.695312,0.704167,1
0,0,-3.9,0.783505,0.784452,1
0,0,-2.44,0.772414,0.788321,1
0,0,-2.36,0.788321,0.790698,1
0,0,-8.99011,0.583,0.581301,0
0,0,-7.98009,0.599,0.60041,0
1,0,-7.93006,0.696855,0.695764,1
2,0,-6.45003,0.732612,0.733756,1
0,0,-10.0001,0.826,0.825605,0
1,1,-3.2,0.850679,0.859155,1
0,0,-2.62,0.638037,0.632258,1
1,0,-8.99011,0.698,0.697154,0
0,0,-10.0001,0.645,0.642137,0
