actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-10.0001,0.31,0.306452,0
0,0,-5.85011,0.364865,0.363426,0
1,0,-4.92,0.38664,0.380753,1
2,0,-6.24003,0.453333,0.454545,1
0,0,-4.98,0.451128,0.44757,1
1,0,-8.99013,0.437,0.440041,0
0,0,-2.35,0.485294,0.484375,1
0,0,-2,0.425743,0.387097,1
0,0,-3.95,0.506757,0.506944,1
1,0,-7.98011,0.546,0.548156,0
0,0,-1.97,0.510204,0.5,1
0,0,-2.37,0.507246,0.492308,1
0,0,-3,0.626866,0.621762,1
0,0,-5.23005,0.680387,0.678304,0
1,0,-7.98011,0.631,0.630123,0
2,0,-8.77008,0.695918,0.695607,1
0,0,-9.06009,0.670705,0.670404,1
0,0,-3.21,0.725225,0.728972,1
0,0,-1.18,0.708333,0.711538,1
0,0,-1.75,0.723684,0.720588,1
1,0,-2.43,0.756944,0.764706,1
2,0,-1.42,0.72093,0.742857,1
0,0,-1.81,0.768293,0.783784,1
1,0,-6.87009,0.756566,0.755694,0
2,0,-1.21,0.590909,0.642857,1
0,0,-2.31,0.752809,0.754902,0
1,0,-4.1,0.752412,0.759076,1
2,0,-1.73,0.783784,0.772727,1
0,0,-5.58001,0.773071,0.77394,1
1,0,-7.9801,0.781,0.782787,0
0,0,-3.16,0.75576,0.76555,1
0,0,-1.58,0.796095,0.803204,0
1,0,-3.94,0.772881,0.773519,1
0,0,-2.24,0.792,0.794872,1
0,0,-7.60006,0.771654,0.773458,1
0,0,-1.41,0.785714,0.823529,1
0,0,-0.92,0.617021,0.589744,1
0,0,-1.96,0.783505,0.797753,1
1,0,-4.07,0.782468,0.786667,1
2,0,-1.98,0.777778,0.791209,1
0,0,-3.49,0.77208,0.779104,1
0,0,-2.64,0.781818,0.789809,1
1,0,-1.78,0.772152,0.788732,1
2,0,-4.6,0.781163,0.784703,1
0,0,-1.15,0.75,0.75,1
0,0,-1.48,0.77551,0.780488,1
0,0,-7.98011,0.804,0.807377,0
1,0,-3.19,0.772586,0.780328,1
2,0,-1.96,0.783505,0.797753,1
0,0,-1.37,0.789474,0.8,1
1,0,-1.17,0.764706,0.76699,1
2,0,-7.9801,0.845,0.846311,0
0,0,-7.98011,0.812,0.813525,0
0,0,-4.28,0.778116,0.785047,1
1,0,-1.72,0.780822,0.784615,1
2,0,-6.51003,0.78442,0.786765,1
0,0,-5.79004,0.77969,0.782301,1
0,0,-1.38,0.769231,0.774194,1
0,0,-4.05,0.300654,0.291946,1
1,0,-7.98013,0.661,0.656762,0
0,0,-3.96,0.553106,0.541053,1
0,0,-3.35,0.779661,0.785088,1
1,1,-1.71,0.777778,0.796875,1
0,0,-2.85,0.33871,0.320225,1
0,0,-1.5,0.784314,0.790698,1
0,0,-1.32,0.757576,0.8,1
0,0,-1.67,0.764706,0.783333,1
1,0,-7.98009,0.428,0.420082,0
0,0,-5.07,0.42459,0.409556,1
0,0,-3.91002,0.704611,0.7,0
0,0,-7.46005,0.785162,0.784038,1
0,0,-4.06,0.781759,0.785953,1
0,0,-2.89,0.54223,0.535211,0
0,0,-5.52001,0.647328,0.641838,1
1,0,-5.14,0.787952,0.788698,1
2,0,-4.13,0.756626,0.756892,1
0,0,-5.65001,0.77425,0.778584,1
1,0,-1.55,0.767857,0.791667,1
0,0,-1.24,0.76,0.764706,1
0,0,-1.48,0.755102,0.780488,1
0,0,-8.78008,0.717635,0.716823,1
1,0,-3.68001,0.800298,0.800618,0
0,0,-2.35,0.78481,0.78733,1
1,0,-2.18,0.781513,0.783784,1
2,0,-4.07,0.782468,0.786667,1
0,0,-1.49,0.52,0.452381,1
1,0,-1.68,0.42029,0.393443,1
2,0,-1.85,0.798611,0.806818,1
0,0,-1.63,0.765625,0.785714,1
0,0,-7.98013,0.673,0.670082,0
0,0,-1.44,0.777778,0.783784,1
0,0,-4.48,0.7851,0.785924,1
1,0,-2.41,0.728395,0.726872,1
0,0,-2.42,0.783217,0.785185,1
0,1,-2.95,0.784512,0.786477,1
0,0,-7.30005,0.614754,0.611732,1
1,1,-4.42,0.722936,0.725528,1
2,0,-1.47,0.778524,0.789474,1
0,0,-1.33,0.764706,0.769231,1
1,1,-1.59,0.766667,0.769231,1
2,1,-2.93,0.755932,0.763441,1
0,0,-3.01,0.782178,0.783505,1
0,0,-7.98011,0.62,0.616803,0
0,1,-2.98,0.75,0.757042,1
0,0,-3.57,0.53876,0.532,1
0,0,-3.09,0.785714,0.782178,1
0,0,-1.36,0.783784,0.793103,1
0,0,-2.74,0.778986,0.780769,1
1,1,-4.76,0.759414,0.764069,1
2,1,0.220001,0.797153,0.809339,0
0,1,-2.76,0.769784,0.778626,1
1,1,-3.42,0.786008,0.787234,1
2,1,-1.89,0.788889,0.780488,1
0,0,-1.56,0.789474,0.795918,1
1,1,-1.32,0.787879,0.8,1
