actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-4.64,0.214592,0.211111,1
1,0,-5.14,0.265504,0.268,1
0,0,-1.62,0.262195,0.236486,1
1,0,-1.53,0.185185,0.152174,1
0,0,-2.72,0.277457,0.278788,1
1,0,-3.47,0.342742,0.345833,1
0,0,-7.29006,0.310534,0.314685,1
0,0,-5.09,0.390244,0.390547,1
0,0,-1.47,0.395833,0.4,1
0,0,-1.92,0.329897,0.325843,1
1,0,-2.88,0.417989,0.41989,1
0,0,-5.3,0.413534,0.410853,1
0,0,-6.57003,0.471326,0.472727,1
0,0,-2.04,0.514286,0.474227,1
1,0,-5.65001,0.416226,0.419238,1
0,0,-1.73,0.432432,0.454545,1
0,0,-6.35005,0.480377,0.478261,1
1,0,-1.95,0.510417,0.534091,1
0,0,-2.84,0.491892,0.485876,1
0,0,-3.8,0.537367,0.534799,1
0,0,-4.92,0.479757,0.476987,1
1,0,-1.8,0.472527,0.457831,1
0,0,-2.44,0.479675,0.465217,1
0,0,-8.99009,0.53625,0.536616,1
1,0,-4.36,0.519288,0.516717,1
0,0,-5.39001,0.572727,0.574074,1
0,0,-4.02,0.508251,0.505085,1
0,0,-2.22,0.552846,0.53913,1
0,0,-3.09,0.57619,0.569307,1
1,0,-5.75001,0.556723,0.555556,1
0,0,-3.4,0.467836,0.466258,1
1,0,-5.18002,0.573077,0.573413,1
0,0,-3.13,0.579439,0.57767,1
1,0,-8.70008,0.60441,0.604194,1
0,0,-1.78,0.556962,0.56338,1
0,0,-4.56,0.548035,0.545249,1
0,0,-6.68004,0.618629,0.620321,1
0,0,-4.31,0.593373,0.589506,1
0,0,-3.7,0.534946,0.542135,1
0,0,-7.22005,0.624398,0.62439,1
0,0,-1.99,0.63,0.630435,1
0,0,-6.22007,0.536552,0.536377,1
1,0,-5.79001,0.604131,0.60177,1
0,0,-2.68,0.548148,0.551181,1
1,0,-2.83,0.559783,0.556818,1
0,0,-4.42,0.655977,0.659701,1
0,0,-2.69,0.629412,0.635802,1
0,0,-4.61,0.665746,0.663842,1
0,0,-4.04,0.206557,0.191919,1
1,0,-8.17007,0.640669,0.642254,1
0,0,-2.27,0.648438,0.65,1
0,0,-5.23,0.660377,0.663462,1
0,0,-2.75,0.625,0.613095,1
1,1,-1.05,0.523364,0.527473,1
0,0,-4.23,0.657407,0.661392,1
0,0,-2.57,0.658228,0.673333,1
0,0,-1.51,0.673077,0.704545,1
1,0,-4.01,0.627792,0.633075,1
2,1,-3.17,0.697248,0.690476,1
0,0,-1.78,0.708861,0.704225,1
1,0,-1.04,0.254717,0.255556,1
0,0,-2.8,0.646409,0.647399,1
1,0,-2.95,0.636364,0.633452,1
0,0,-1.93,0.538462,0.541899,1
0,0,-6.70006,0.549107,0.551829,1
0,0,-4.58,0.688022,0.692308,1
0,0,-3.57,0.655039,0.656,1
0,1,-2.16,0.59633,0.59901,1
0,0,-6.56003,0.265709,0.260474,1
0,0,-6.48003,0.452308,0.446372,1
0,0,-5.12,0.587549,0.586345,1
0,0,-6.76004,0.715771,0.718805,1
0,0,-5.01,0.706468,0.708122,1
1,0,-3.12,0.579618,0.587248,1
0,0,-3.86,0.618557,0.629032,1
0,0,-1.87,0.727273,0.7375,1
0,0,-3.38,0.707113,0.709957,1
0,0,-3.29,0.704348,0.702703,1
1,0,-2.41,0.732394,0.746269,1
0,0,-2.37,0.355072,0.330769,1
0,0,-2.99,0.69,0.682292,1
0,1,-5.01,0.659204,0.65736,1
1,1,-1.36,0.427536,0.418033,1
0,0,-8.4601,0.650943,0.653846,1
0,0,-1.88,0.707865,0.716049,1
1,0,-3.64,0.70566,0.70428,1
0,0,-4.79,0.723684,0.723118,1
1,0,-3.7,0.387454,0.372624,1
0,0,-4.4,0.744868,0.747748,1
1,1,-5.45001,0.561243,0.559322,1
0,0,-3.68,0.710037,0.708812,1
0,0,-4.83,0.593857,0.601424,1
0,0,-2.98,0.693467,0.696335,1
1,0,-2.72,0.398844,0.387879,1
0,1,-3.49,0.744,0.747934,1
0,1,-2.97,0.212121,0.184211,1
1,0,-2.37,0.582353,0.588608,1
0,0,-3.16,0.225806,0.210526,1
1,1,-3.13,0.285047,0.262136,1
0,0,-4.85,0.761658,0.759259,1
0,0,-4.27,0.72561,0.721875,1
0,0,-7.43005,0.782609,0.784591,1
1,1,-6.52003,0.79566,0.79633,1
0,0,-2.73,0.373563,0.36747,1
1,0,-1.94,0.688776,0.694444,1
0,0,-3.16,0.24424,0.220096,1
0,0,-3.93,0.765306,0.765734,1
0,0,-1.43,0.363636,0.277778,1
0,0,-3.47,0.790323,0.795833,1
0,1,-2.61,0.771605,0.772727,1
0,0,-4.93,0.296954,0.282383,1
0,0,-3.57,0.29845,0.28,1
0,0,-2.52,0.823529,0.827586,1
1,1,-9.6101,0.799304,0.802108,1
0,0,-4.35,0.379863,0.370546,1
1,0,-2.14,0.476852,0.455,1
0,0,-5.60001,0.817787,0.818985,1
0,0,-7.16007,0.682451,0.685185,1
0,0,-3.12,0.765258,0.765854,1
0,1,-9.30012,0.685622,0.686681,1
0,0,-6.37003,0.422535,0.417335,1
0,0,-2.08,0.466667,0.453608,1
1,1,-3.76,0.476534,0.464684,1
0,0,-3.22,0.358744,0.339535,1
0,0,-8.82009,0.548643,0.549539,1
1,0,-1.98,0.385,0.358696,1
2,2,-6.22002,0.476099,0.469903,1
0,0,-3.4,0.854772,0.862661,1
0,1,-6.29005,0.767036,0.773984,1
