actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-1.67,0.213018,0.234899,1
1,0,-6.76004,0.232349,0.226969,1
0,0,-2.16,0.307692,0.299065,1
1,0,-4.99004,0.315789,0.324284,1
2,0,-1.3,0.310606,0.267857,1
0,0,-3.17,0.33945,0.341346,1
0,0,-4.18,0.401152,0.403259,1
1,0,-1.18,0.375566,0.34555,1
2,0,-0.9,0.358696,0.361111,1
3,0,-3.04,0.434146,0.435897,1
0,0,-4.38,0.404545,0.411905,1
1,0,-4.35,0.449139,0.450751,1
0,0,-1.87,0.396825,0.384615,1
0,0,-2.21,0.407407,0.401361,1
1,0,-1.38,0.457143,0.416667,1
2,0,-1.66,0.535316,0.531381,1
0,0,-1.97,0.567839,0.569832,1
1,0,-0.959999,0.542714,0.52071,1
2,0,-0.909999,0.515464,0.493902,1
0,0,-1.63,0.636364,0.641379,1
1,0,-1.81,0.509091,0.515942,1
0,0,-7.26005,0.647528,0.648298,1
0,0,-1.93,0.610256,0.622857,1
1,0,-1.2,0.606557,0.627451,1
0,0,-1.92,0.613559,0.622642,1
1,0,-1.35,0.583942,0.598291,1
2,0,-4.34,0.683486,0.682692,1
3,0,-1.19,0.628099,0.643564,1
0,0,-1.9,0.67033,0.679012,1
1,0,-2.45,0.705479,0.705882,1
0,0,-1.76,0.688312,0.716418,1
1,0,-5.95002,0.659967,0.658579,1
2,0,-2.05,0.628019,0.631016,1
0,0,-2.25,0.642857,0.637931,1
1,0,-1.11,0.628319,0.623656,1
0,0,-1.91,0.629252,0.621212,1
1,0,-2.91,0.604096,0.608059,1
2,0,-1.83,0.666667,0.662162,1
0,0,-8.99011,0.628,0.626531,0
1,0,-2.19,0.647059,0.646766,1
0,0,-5.20002,0.645594,0.64741,1
1,0,-0.939999,0.619289,0.628743,1
2,0,-3.53,0.653521,0.656716,1
0,0,-3.21,0.658019,0.652284,1
1,0,-1.39,0.631206,0.636364,1
2,0,-1.36,0.648536,0.674641,1
0,0,-1.37,0.625,0.614286,1
1,0,-7.3901,0.639449,0.640089,1
0,0,-1.33,0.617647,0.625,1
1,0,-1.22,0.645161,0.673077,1
2,0,-7.96008,0.6396,0.638665,1
3,0,-1.87,0.671958,0.668639,1
0,0,-1.84,0.658537,0.661479,1
0,0,-0.979994,0.596317,0.599042,1
1,0,-2.84,0.648579,0.644258,1
0,0,-0.82,0.678571,0.71875,1
1,0,-0.339999,0.664234,0.663551,1
0,0,-1.71,0.682081,0.686275,1
1,0,-1.11,0.622596,0.620219,1
2,0,-2.63,0.686792,0.689796,1
