actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-10.0001,0.315,0.314516,0
0,0,-10.0001,0.393,0.393145,0
0,0,-10.0001,0.421,0.419355,0
0,0,-10.0001,0.436,0.438508,0
0,0,-8.99011,0.457,0.453252,0
1,0,-10.0001,0.64,0.641129,0
0,0,-10.0001,0.71,0.709677,0
0,0,-10.0001,0.716,0.714718,0
0,0,-10.0001,0.713,0.71371,0
0,0,-10.0001,0.713,0.71371,0
0,0,-10.0001,0.744,0.743952,0
0,0,-10.0001,0.783,0.784274,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.786,0.78629,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.786,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.786,0.78629,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.786,0.78629,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.786,0.78629,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.784,0.785282,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.785,0.78629,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.786,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.785,0.785282,0
0,0,-10.0001,0.789,0.790323,0
0,0,-10.0001,0.891,0.892137,0
0,0,-10.0001,0.929,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.929,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.928,0.929435,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.929,0.929435,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.927,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.929,0.928427,0
0,0,-10.0001,0.929,0.929435,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.928,0.928427,0
0,0,-10.0001,0.945,0.946573,0
0,0,-10.0001,0.964,0.964718,0
0,0,-10.0001,0.963,0.96371,0
0,0,-8.99013,0.881,0.882114,0
0,0,-10.0001,0.982,0.983871,0
1,0,-10.0001,0.964,0.964718,0
0,0,-10.0001,0.988,0.988911,0
0,0,-10.0001,0.999,1,0
0,0,-10.0001,0.999,1,0
0,0,-10.0001,0.999,1,0
0,0,-8.99013,0.885,0.886179,0
0,0,-10.0001,0.994,0.995968,0
0,0,-10.0001,0.999,1,0
1,0,-10.0001,1,1,0
0,0,-10.0001,0.999,1,0
0,0,-8.99013,0.944,0.945122,0
0,0,-8.99012,0.596,0.594512,0
0,0,-10.0001,1,1,0
0,0,-10.0001,0.999,1,0
1,0,-10.0001,0.303,0.298387,0
0,0,-8.99011,0.593,0.589431,0
1,1,-10.0001,1,1,0
0,0,-9.5701,1,1,1
0,0,-1.67,0.985294,1,1
0,1,-10.0001,1,1,0
0,0,-10.0001,0.999,1,0
1,1,-10.0001,0.999,1,0
0,0,-6.87004,1,1,1
0,0,-8.99011,0.536,0.530488,0
0,0,-8.99013,0.824,0.823171,0
0,0,-6.25009,0.469828,0.463496,0
0,0,-10.0001,1,1,0
0,0,-10.0001,0.999,1,0
0,0,-8.99013,0.869,0.871951,0
0,0,-8.43007,1,1,1
1,1,-8.99013,0.774,0.773374,0
0,0,-8.99013,0.798,0.800813,0
1,1,-10.0001,0.524,0.521169,0
0,0,-8.99013,0.984,0.985772,0
1,1,-10.0001,0.999,1,0
2,1,-8.99012,0.747,0.747967,0
0,0,-6.95006,0.855093,0.859031,1
0,0,-8.99013,0.838,0.838415,0
0,0,-7.98009,0.6175,0.617347,1
1,1,-8.99011,0.692,0.690041,0
0,0,-8.99011,0.681,0.678862,0
0,0,-10.0001,1,1,0
1,1,-8.99013,0.958,0.95935,0
0,0,-10.0001,0.999,1,0
1,1,-5.28,0.79434,0.799611,1
0,1,-9.81011,0.998866,1,1
0,0,-8.99011,0.75,0.75,0
1,1,-10.0001,0.999,1,0
0,0,-10.0001,0.77,0.769153,0
0,0,-10.0001,0.999,1,0
1,1,-10.0001,1,1,0
