actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
0,0,-10.0001,0.346,0.343434,0
0,0,-10.0001,0.38,0.382828,0
0,0,-10.0001,0.444,0.445455,0
0,0,-7.98011,0.444,0.442268,0
1,0,-10.0001,0.578,0.582828,0
2,0,-8.99011,0.577,0.576531,0
0,0,-10.4901,0.702105,0.704255,1
0,0,-10.0001,0.714,0.714141,0
1,0,-10.0001,0.714,0.714141,0
0,0,-10.0001,0.721,0.721212,0
0,0,-10.0001,0.778,0.779798,0
0,0,-10.0001,0.785,0.785859,0
0,0,-10.0001,0.785,0.784849,0
0,0,-7.98012,0.751,0.751546,0
0,0,-1.7,0.71831,0.704918,1
0,0,-8.99011,0.687,0.688776,0
0,0,-10.0001,0.785,0.785859,0
1,0,-7.98011,0.443,0.435052,0
2,0,-8.99013,0.571,0.568367,0
0,0,-8.99013,0.784,0.785933,0
0,0,-8.99013,0.636,0.635714,0
1,0,-10.0001,0.787,0.785859,0
0,0,-9.60012,0.617464,0.613588,1
0,0,-4.77,0.720251,0.721133,1
1,1,-8.99013,0.68,0.680612,0
2,1,-8.99013,0.729,0.728571,0
0,0,-8.99013,0.477,0.47449,0
1,1,-10.0001,0.391,0.386869,0
0,0,-10.0001,0.443,0.439394,0
0,0,-10.0001,0.541,0.540404,0
1,1,-2.04,0.619048,0.6,1
0,0,-10.0001,0.679,0.678788,0
0,0,-8.37007,0.874468,0.876923,1
1,1,-7.14005,0.78374,0.785124,1
0,0,-7.98009,0.868,0.873196,0
1,1,-10.0001,0.785,0.785859,0
0,0,-8.99013,0.78,0.783673,0
1,1,-10.0001,0.786,0.786869,0
0,0,-2.44,0.786207,0.792593,1
1,0,-10.0001,0.785,0.785859,0
0,1,-8.99013,0.769,0.770408,0
1,0,-6.84006,0.736152,0.737237,1
0,1,-7.39005,0.719715,0.719212,1
0,1,-3.53,0.712676,0.710448,1
0,1,-8.99011,0.679,0.680612,0
0,1,-8.99013,0.718,0.718367,0
0,1,-3.94,0.739899,0.739362,1
0,1,-9.23009,0.714806,0.714988,1
1,0,-7.98011,0.828,0.827835,0
2,0,-8.99013,0.777,0.781633,0
0,0,-7.98011,0.823,0.82268,0
0,0,-8.99011,0.707,0.708163,0
1,0,-3.5,0.784861,0.784232,1
2,0,-8.99013,0.763,0.765306,0
0,0,-5.13,0.737864,0.735354,1
0,0,-7.98009,0.739,0.740206,0
1,1,-6.85004,0.770015,0.772114,1
0,0,-3.15,0.736111,0.737864,1
0,0,-10.0001,0.786,0.785859,0
