actualOpType,predOpType,rewards,opPredPerc,foundOpPredPerc,killedByOpPerc
NA,NA,-8.99013,0.288,NA,0
NA,NA,-6.12007,0.318881,NA,1
NA,NA,-7.98009,0.391,NA,0
NA,NA,-8.99011,0.401,NA,0
NA,NA,-8.99013,0.418,NA,0
NA,NA,-10.0001,0.566,NA,0
NA,NA,-8.49012,0.657563,NA,1
NA,NA,-4.41,0.625731,NA,1
NA,NA,-4.54,0.66886,NA,1
NA,NA,-0.949997,0.635678,NA,0
NA,NA,-1.58,0.474576,NA,1
NA,NA,-1.65,0.545455,NA,1
NA,NA,-4.03,0.669136,NA,1
NA,NA,-5.82002,0.724638,NA,1
NA,NA,-2.93,0.694915,NA,1
NA,NA,-3.49,0.720798,NA,1
NA,NA,-1.66,0.746269,NA,1
NA,NA,-3.08,0.736842,NA,1
NA,NA,-1.39,0.751773,NA,1
NA,NA,-7.31007,0.744884,NA,1
NA,NA,-1.87,0.75,NA,1
NA,NA,-8.99011,0.733,NA,0
NA,NA,-2.7,0.766143,NA,0
NA,NA,-4.76004,0.741977,NA,0
NA,NA,-7.27007,0.769547,NA,1
NA,NA,-4.43,0.794872,NA,1
NA,NA,-1.96,0.789579,NA,0
NA,NA,-3.37001,0.760938,NA,0
NA,NA,-3.06,0.782609,NA,1
NA,NA,-2.34,0.819367,NA,0
NA,NA,-7.77006,0.752246,NA,1
NA,NA,-10.0001,0.786,NA,0
NA,NA,-3.11,0.773163,NA,1
NA,NA,-7.98011,0.762,NA,0
NA,NA,-2.2,0.803059,NA,0
NA,NA,-5.47005,0.903529,NA,0
NA,NA,-1.45,0.782609,NA,1
NA,NA,-5.57001,0.786026,NA,1
NA,NA,-6.59008,0.787402,NA,1
NA,NA,-4.31,0.816479,NA,1
NA,NA,-1.46,0.765957,NA,1
NA,NA,-5.99005,0.787749,NA,1
NA,NA,-8.99013,0.785,NA,0
NA,NA,-6.36003,0.769592,NA,1
NA,NA,-1.66,0.791045,NA,1
